PID,trial,response,rt,accuracy,display,filename,gradient_type,inversion_type,light_direction,quadrant,num_distractors,answer,distractor_bin
88,68.0,4,1610.2999999910826,1,Task,image_57.jpg,vertical,inverted,bottom,Quadrant 4,26.0,4.0,25-32
88,69.0,4,1405.7999999999884,1,Task,image_48.jpg,vertical,inverted,bottom,Quadrant 4,19.0,4.0,17–20
88,70.0,2,3499.899999999907,1,Task,image_4.jpg,vertical,original,top,Quadrant 2,6.0,2.0,5–8
88,71.0,4,5841.599999991071,0,Task,image_67.jpg,horizontal,original,left,Quadrant 1,4.0,1.0,1–4
88,72.0,3,2182.900000000024,1,Task,image_101.jpg,horizontal,inverted,right,Quadrant 3,5.0,3.0,5–8
88,73.0,3,1570.5999999999767,1,Task,image_107.jpg,horizontal,inverted,right,Quadrant 3,9.0,3.0,9–12
88,74.0,2,1617.399999994028,1,Task,image_56.jpg,vertical,inverted,bottom,Quadrant 2,27.0,2.0,25-32
88,75.0,4,3800.699999988079,0,Task,image_91.jpg,horizontal,original,left,Quadrant 1,29.0,1.0,25-32
88,76.0,2,3313.89999999106,1,Task,image_88.jpg,horizontal,original,left,Quadrant 2,27.0,2.0,25-32
88,77.0,3,2319.7999999999884,1,Task,image_75.jpg,horizontal,original,left,Quadrant 3,9.0,3.0,9–12
88,78.0,1,1561.0999999940395,1,Task,image_46.jpg,vertical,inverted,bottom,Quadrant 1,14.0,1.0,13–16
88,79.0,4,2369.499999994063,1,Task,image_121.jpg,horizontal,inverted,right,Quadrant 4,26.0,4.0,25-32
88,80.0,1,4337.099999991071,0,Task,image_68.jpg,horizontal,original,left,Quadrant 2,6.0,2.0,5–8
88,81.0,4,4855.299999991083,1,Task,image_79.jpg,horizontal,original,left,Quadrant 4,13.0,4.0,13–16
88,82.0,2,3279.499999991036,0,Task,image_83.jpg,horizontal,original,left,Quadrant 1,18.0,1.0,17–20
88,83.0,2,2459.499999994063,0,Task,image_6.jpg,vertical,original,top,Quadrant 4,7.0,4.0,5–8
88,84.0,4,2307.9999999880674,1,Task,image_98.jpg,horizontal,inverted,right,Quadrant 4,3.0,4.0,1–4
88,85.0,2,2452.200000000012,1,Task,image_92.jpg,horizontal,original,left,Quadrant 2,36.0,2.0,33-49
88,86.0,3,2324.3999999969965,1,Task,image_114.jpg,horizontal,inverted,right,Quadrant 3,17.0,3.0,17–20
88,87.0,2,3514.7999999999884,0,Task,image_94.jpg,horizontal,original,left,Quadrant 4,39.0,4.0,33-49
88,88.0,2,2798.099999991071,0,Task,image_89.jpg,horizontal,original,left,Quadrant 4,26.0,4.0,25-32
88,89.0,2,2373.0999999881024,0,Task,image_80.jpg,horizontal,original,left,Quadrant 4,19.0,4.0,17–20
88,90.0,4,2157.79999999702,1,Task,image_117.jpg,horizontal,inverted,right,Quadrant 4,22.0,4.0,21–24
88,91.0,4,2283.400000000024,1,Task,image_9.jpg,vertical,original,top,Quadrant 4,10.0,4.0,9–12
88,92.0,3,2170.5999999999767,1,Task,image_76.jpg,horizontal,original,left,Quadrant 3,15.0,3.0,13–16
88,93.0,1,1613.4999999880674,1,Task,image_59.jpg,vertical,inverted,bottom,Quadrant 1,29.0,1.0,25-32
88,94.0,1,1690.9999999970314,1,Task,image_95.jpg,horizontal,original,left,Quadrant 1,34.0,1.0,33-49
88,95.0,2,4904.299999988056,1,Task,image_28.jpg,vertical,original,top,Quadrant 2,36.0,2.0,33-49
88,96.0,4,4218.200000000012,0,Task,image_96.jpg,horizontal,inverted,right,Quadrant 3,2.0,3.0,1–4
88,97.0,3,1972.9999999940628,1,Task,image_50.jpg,vertical,inverted,bottom,Quadrant 3,17.0,3.0,17–20
88,98.0,3,1926.1999999940165,1,Task,image_12.jpg,vertical,original,top,Quadrant 3,15.0,3.0,13–16
88,99.0,2,1983.7000000000696,1,Task,image_113.jpg,horizontal,inverted,right,Quadrant 2,20.0,2.0,17–20
88,100.0,4,2320.5,1,Task,image_73.jpg,horizontal,original,left,Quadrant 4,10.0,4.0,9–12
88,101.0,2,3282.7999999999884,1,Task,image_49.jpg,vertical,inverted,bottom,Quadrant 2,20.0,2.0,17–20
88,102.0,4,1894.799999988056,1,Task,image_70.jpg,horizontal,original,left,Quadrant 4,7.0,4.0,5–8
88,103.0,1,2087.799999988056,1,Task,image_63.jpg,vertical,inverted,bottom,Quadrant 1,34.0,1.0,33-49
88,104.0,2,2464.200000000012,1,Task,image_120.jpg,horizontal,inverted,right,Quadrant 2,27.0,2.0,25-32
88,105.0,1,3022.3999999880907,1,Task,image_74.jpg,horizontal,original,left,Quadrant 1,11.0,1.0,9–12
88,106.0,3,1712.3999999969965,1,Task,image_37.jpg,vertical,inverted,bottom,Quadrant 3,5.0,3.0,5–8
88,107.0,3,1915.199999991048,1,Task,image_44.jpg,vertical,inverted,bottom,Quadrant 3,15.0,3.0,13–16
88,108.0,3,3505.79999999702,1,Task,image_122.jpg,horizontal,inverted,right,Quadrant 3,31.0,3.0,25-32
88,109.0,2,5057.09999999404,1,Task,image_65.jpg,horizontal,original,left,Quadrant 2,1.0,2.0,1–4
88,110.0,2,2057.099999997008,1,Task,image_8.jpg,vertical,original,top,Quadrant 2,12.0,2.0,9–12
88,111.0,2,1543.2999999910826,1,Task,image_40.jpg,vertical,inverted,bottom,Quadrant 2,12.0,2.0,9–12
88,112.0,2,4768.099999997066,1,Task,image_77.jpg,horizontal,original,left,Quadrant 2,16.0,2.0,13–16
88,113.0,1,2583.999999991036,1,Task,image_99.jpg,horizontal,inverted,right,Quadrant 1,4.0,1.0,1–4
88,114.0,4,2665.1999999940163,1,Task,image_34.jpg,vertical,inverted,bottom,Quadrant 4,3.0,4.0,1–4
88,115.0,1,1895.5999999881024,1,Task,image_35.jpg,vertical,inverted,bottom,Quadrant 1,4.0,1.0,1–4
88,116.0,1,1950.799999993993,0,Task,image_52.jpg,vertical,inverted,bottom,Quadrant 3,23.0,3.0,21–24
88,117.0,1,2312.699999997043,1,Task,image_123.jpg,horizontal,inverted,right,Quadrant 1,29.0,1.0,25-32
88,118.0,2,1345.399999994086,1,Task,image_45.jpg,vertical,inverted,bottom,Quadrant 2,16.0,2.0,13–16
88,119.0,4,2587.499999994063,1,Task,image_111.jpg,horizontal,inverted,right,Quadrant 4,13.0,4.0,13–16
88,120.0,2,3167.5,1,Task,image_104.jpg,horizontal,inverted,right,Quadrant 2,12.0,2.0,9–12
88,121.0,4,5042.399999994086,0,Task,image_119.jpg,horizontal,inverted,right,Quadrant 2,21.0,2.0,21–24
88,122.0,2,2976.499999994063,1,Task,image_23.jpg,vertical,original,top,Quadrant 2,21.0,2.0,21–24
88,123.0,1,4626.79999999702,0,Task,image_13.jpg,vertical,original,top,Quadrant 2,16.0,2.0,13–16
88,124.0,4,4698.900000000023,0,Task,image_72.jpg,horizontal,original,left,Quadrant 2,12.0,2.0,9–12
88,125.0,3,3069.499999994063,1,Task,image_18.jpg,vertical,original,top,Quadrant 3,17.0,3.0,17–20
88,126.0,3,2521.5999999910127,1,Task,image_32.jpg,vertical,inverted,bottom,Quadrant 3,2.0,3.0,1–4
88,127.0,1,5463.799999991083,1,Task,image_71.jpg,horizontal,original,left,Quadrant 1,8.0,1.0,5–8
88,128.0,1,2021.9999999969727,1,Task,image_78.jpg,horizontal,original,left,Quadrant 1,14.0,1.0,13–16
52,1.0,1,1588.499999856955,1,Task,image_7.jpg,vertical,original,top,Quadrant 1,8.0,1.0,5–8
52,2.0,2,2838.700000000012,1,Task,image_56.jpg,vertical,inverted,bottom,Quadrant 2,27.0,2.0,25-32
52,3.0,3,6380.0,1,Task,image_50.jpg,vertical,inverted,bottom,Quadrant 3,17.0,3.0,17–20
52,4.0,2,2245.2999999999884,0,Task,image_2.jpg,vertical,original,top,Quadrant 4,3.0,4.0,1–4
52,5.0,1,1114.5,0,Task,image_98.jpg,horizontal,inverted,right,Quadrant 4,3.0,4.0,1–4
52,6.0,1,1055.1999998092651,1,Task,image_59.jpg,vertical,inverted,bottom,Quadrant 1,29.0,1.0,25-32
52,7.0,4,2128.699999856937,1,Task,image_112.jpg,horizontal,inverted,right,Quadrant 4,19.0,4.0,17–20
52,8.0,4,1327.499999856955,1,Task,image_111.jpg,horizontal,inverted,right,Quadrant 4,13.0,4.0,13–16
52,9.0,1,1027.5999999046326,0,Task,image_16.jpg,vertical,original,top,Quadrant 4,19.0,4.0,17–20
52,10.0,3,2279.0999998569605,1,Task,image_96.jpg,horizontal,inverted,right,Quadrant 3,2.0,3.0,1–4
52,11.0,4,6516.0,0,Task,image_43.jpg,vertical,inverted,bottom,Quadrant 3,9.0,3.0,9–12
52,12.0,2,1612.5999998569605,1,Task,image_104.jpg,horizontal,inverted,right,Quadrant 2,12.0,2.0,9–12
52,13.0,3,1382.6999999046384,0,Task,image_47.jpg,vertical,inverted,bottom,Quadrant 4,13.0,4.0,13–16
52,14.0,3,2529.59999980926,0,Task,image_106.jpg,horizontal,inverted,right,Quadrant 1,11.0,1.0,9–12
52,15.0,1,1749.8000000000177,1,Task,image_22.jpg,vertical,original,top,Quadrant 1,24.0,1.0,21–24
52,16.0,1,1728.7999999999884,1,Task,image_103.jpg,horizontal,inverted,right,Quadrant 1,8.0,1.0,5–8
52,17.0,1,1613.499999856955,0,Task,image_21.jpg,vertical,original,top,Quadrant 4,22.0,4.0,21–24
52,18.0,2,1194.6000000000058,1,Task,image_33.jpg,vertical,inverted,bottom,Quadrant 2,1.0,2.0,1–4
52,19.0,2,2262.999999952328,0,Task,image_94.jpg,horizontal,original,left,Quadrant 4,39.0,4.0,33-49
52,20.0,2,1886.1000000000056,1,Task,image_119.jpg,horizontal,inverted,right,Quadrant 2,21.0,2.0,21–24
52,21.0,2,1724.5999999523046,1,Task,image_100.jpg,horizontal,inverted,right,Quadrant 2,6.0,2.0,5–8
52,22.0,2,928.299999809271,1,Task,image_45.jpg,vertical,inverted,bottom,Quadrant 2,16.0,2.0,13–16
52,23.0,4,1753.0999999523046,0,Task,image_92.jpg,horizontal,original,left,Quadrant 2,36.0,2.0,33-49
52,24.0,4,933.1999999999534,1,Task,image_48.jpg,vertical,inverted,bottom,Quadrant 4,19.0,4.0,17–20
52,25.0,2,1177.499999856955,1,Task,image_88.jpg,horizontal,original,left,Quadrant 2,27.0,2.0,25-32
52,26.0,2,1907.2999999999884,0,Task,image_9.jpg,vertical,original,top,Quadrant 4,10.0,4.0,9–12
52,27.0,1,854.6999998569372,1,Task,image_74.jpg,horizontal,original,left,Quadrant 1,11.0,1.0,9–12
52,28.0,2,1300.000000000029,1,Task,image_72.jpg,horizontal,original,left,Quadrant 2,12.0,2.0,9–12
52,29.0,1,1922.4999998092533,1,Task,image_19.jpg,vertical,original,top,Quadrant 1,18.0,1.0,17–20
52,30.0,3,1021.799999809271,1,Task,image_122.jpg,horizontal,inverted,right,Quadrant 3,31.0,3.0,25-32
52,31.0,4,1550.2999999999884,1,Task,image_15.jpg,vertical,original,top,Quadrant 4,13.0,4.0,13–16
52,32.0,1,1116.6999999999823,1,Task,image_99.jpg,horizontal,inverted,right,Quadrant 1,4.0,1.0,1–4
52,33.0,1,1258.3999999999942,0,Task,image_124.jpg,horizontal,inverted,right,Quadrant 2,36.0,2.0,33-49
52,34.0,4,1660.899999904621,0,Task,image_76.jpg,horizontal,original,left,Quadrant 3,15.0,3.0,13–16
52,35.0,3,1392.2999999999884,1,Task,image_29.jpg,vertical,original,top,Quadrant 3,35.0,3.0,33-49
52,36.0,4,1525.599999809259,0,Task,image_84.jpg,horizontal,original,left,Quadrant 3,23.0,3.0,21–24
52,37.0,4,2414.5999998569605,0,Task,image_95.jpg,horizontal,original,left,Quadrant 1,34.0,1.0,33-49
52,38.0,1,907.3999998092768,0,Task,image_117.jpg,horizontal,inverted,right,Quadrant 4,22.0,4.0,21–24
52,39.0,1,842.6999999046384,0,Task,image_23.jpg,vertical,original,top,Quadrant 2,21.0,2.0,21–24
52,40.0,2,816.5,1,Task,image_65.jpg,horizontal,original,left,Quadrant 2,1.0,2.0,1–4
52,41.0,3,2020.699999809265,1,Task,image_93.jpg,horizontal,original,left,Quadrant 3,35.0,3.0,33-49
52,42.0,2,1061.0999999523046,0,Task,image_121.jpg,horizontal,inverted,right,Quadrant 4,26.0,4.0,25-32
52,43.0,1,779.8999999046209,0,Task,image_8.jpg,vertical,original,top,Quadrant 2,12.0,2.0,9–12
52,44.0,4,873.6999998092651,0,Task,image_13.jpg,vertical,original,top,Quadrant 2,16.0,2.0,13–16
52,45.0,3,1873.2999999999884,1,Task,image_37.jpg,vertical,inverted,bottom,Quadrant 3,5.0,3.0,5–8
52,46.0,1,1507.4999998569256,1,Task,image_51.jpg,vertical,inverted,bottom,Quadrant 1,18.0,1.0,17–20
52,47.0,1,1399.2999999523165,0,Task,image_53.jpg,vertical,inverted,bottom,Quadrant 4,22.0,4.0,21–24
52,48.0,2,1442.999999952328,0,Task,image_105.jpg,horizontal,inverted,right,Quadrant 4,10.0,4.0,9–12
52,49.0,1,1033.2000000000698,0,Task,image_116.jpg,horizontal,inverted,right,Quadrant 3,23.0,3.0,21–24
52,50.0,3,1469.6999998092651,0,Task,image_78.jpg,horizontal,original,left,Quadrant 1,14.0,1.0,13–16
52,51.0,2,1658.3999998092768,1,Task,image_49.jpg,vertical,inverted,bottom,Quadrant 2,20.0,2.0,17–20
52,52.0,2,10986.499999952328,0,Task,image_101.jpg,horizontal,inverted,right,Quadrant 3,5.0,3.0,5–8
52,53.0,3,1924.799999904644,0,Task,image_30.jpg,vertical,original,top,Quadrant 4,39.0,4.0,33-49
52,54.0,3,972.899999952293,1,Task,image_18.jpg,vertical,original,top,Quadrant 3,17.0,3.0,17–20
52,55.0,1,821.9000000000233,1,Task,image_35.jpg,vertical,inverted,bottom,Quadrant 1,4.0,1.0,1–4
52,56.0,4,1396.5999999999767,0,Task,image_20.jpg,vertical,original,top,Quadrant 3,23.0,3.0,21–24
52,57.0,3,1648.999999952328,0,Task,image_3.jpg,vertical,original,top,Quadrant 1,4.0,1.0,1–4
52,58.0,3,775.5999999046326,0,Task,image_123.jpg,horizontal,inverted,right,Quadrant 1,29.0,1.0,25-32
52,59.0,1,875.5999999999767,1,Task,image_118.jpg,horizontal,inverted,right,Quadrant 1,24.0,1.0,21–24
52,60.0,2,383.4000000000233,1,Task,image_81.jpg,horizontal,original,left,Quadrant 2,20.0,2.0,17–20
52,61.0,1,697.3999998092768,1,Task,image_46.jpg,vertical,inverted,bottom,Quadrant 1,14.0,1.0,13–16
52,62.0,1,1099.4999999999418,1,Task,image_31.jpg,vertical,original,top,Quadrant 1,34.0,1.0,33-49
52,63.0,4,1856.799999904644,1,Task,image_85.jpg,horizontal,original,left,Quadrant 4,22.0,4.0,21–24
52,64.0,1,838.2999999046442,1,Task,image_39.jpg,vertical,inverted,bottom,Quadrant 1,8.0,1.0,5–8
52,65.0,3,1466.2000000000116,1,Task,image_61.jpg,vertical,inverted,bottom,Quadrant 3,35.0,3.0,33-49
52,66.0,4,1662.6999999046093,1,Task,image_89.jpg,horizontal,original,left,Quadrant 4,26.0,4.0,25-32
52,67.0,3,1508.9999998569256,0,Task,image_28.jpg,vertical,original,top,Quadrant 2,36.0,2.0,33-49
52,68.0,2,1160.5999999999767,1,Task,image_68.jpg,horizontal,original,left,Quadrant 2,6.0,2.0,5–8
52,69.0,4,1046.3999998569489,1,Task,image_57.jpg,vertical,inverted,bottom,Quadrant 4,26.0,4.0,25-32
52,70.0,2,6028.499999856926,0,Task,image_69.jpg,horizontal,original,left,Quadrant 3,5.0,3.0,5–8
52,71.0,1,1172.9999998569256,1,Task,image_83.jpg,horizontal,original,left,Quadrant 1,18.0,1.0,17–20
52,72.0,2,1037.499999904656,1,Task,image_4.jpg,vertical,original,top,Quadrant 2,6.0,2.0,5–8
52,73.0,1,1582.8000000000466,0,Task,image_26.jpg,vertical,original,top,Quadrant 3,31.0,3.0,25-32
52,74.0,4,4611.999999952328,0,Task,image_109.jpg,horizontal,inverted,right,Quadrant 2,16.0,2.0,13–16
52,75.0,1,1163.999999952328,0,Task,image_77.jpg,horizontal,original,left,Quadrant 2,16.0,2.0,13–16
52,76.0,1,904.0999998569604,0,Task,image_66.jpg,horizontal,original,left,Quadrant 4,3.0,4.0,1–4
52,77.0,1,1228.499999952328,0,Task,image_126.jpg,horizontal,inverted,right,Quadrant 4,39.0,4.0,33-49
52,78.0,1,1383.0999999999767,1,Task,image_27.jpg,vertical,original,top,Quadrant 1,29.0,1.0,25-32
52,79.0,1,2003.999999952328,0,Task,image_24.jpg,vertical,original,top,Quadrant 2,27.0,2.0,25-32
52,80.0,1,700.1999999999534,1,Task,image_54.jpg,vertical,inverted,bottom,Quadrant 1,24.0,1.0,21–24
52,81.0,2,2108.0999998569605,0,Task,image_73.jpg,horizontal,original,left,Quadrant 4,10.0,4.0,9–12
52,82.0,1,1519.9000000000233,0,Task,image_90.jpg,horizontal,original,left,Quadrant 3,31.0,3.0,25-32
52,83.0,1,1058.7999999523165,1,Task,image_91.jpg,horizontal,original,left,Quadrant 1,29.0,1.0,25-32
52,84.0,3,1269.6999998092651,1,Task,image_11.jpg,vertical,original,top,Quadrant 3,9.0,3.0,9–12
52,85.0,1,2220.899999809277,1,Task,image_67.jpg,horizontal,original,left,Quadrant 1,4.0,1.0,1–4
52,86.0,3,979.399999952293,1,Task,image_32.jpg,vertical,inverted,bottom,Quadrant 3,2.0,3.0,1–4
52,87.0,2,1066.7000000000116,1,Task,image_87.jpg,horizontal,original,left,Quadrant 2,21.0,2.0,21–24
52,88.0,1,843.4999999523279,1,Task,image_127.jpg,horizontal,inverted,right,Quadrant 1,34.0,1.0,33-49
52,89.0,3,920.0999999523046,1,Task,image_108.jpg,horizontal,inverted,right,Quadrant 3,15.0,3.0,13–16
52,90.0,2,1129.399999952293,0,Task,image_70.jpg,horizontal,original,left,Quadrant 4,7.0,4.0,5–8
52,91.0,3,1154.1999998569372,1,Task,image_0.jpg,vertical,original,top,Quadrant 3,2.0,3.0,1–4
52,92.0,3,2180.0999998569605,0,Task,image_14.jpg,vertical,original,top,Quadrant 1,14.0,1.0,13–16
52,93.0,1,1154.399999952293,0,Task,image_5.jpg,vertical,original,top,Quadrant 3,5.0,3.0,5–8
52,94.0,3,744.9999998569256,1,Task,image_58.jpg,vertical,inverted,bottom,Quadrant 3,31.0,3.0,25-32
52,95.0,4,1898.1999999046093,1,Task,image_79.jpg,horizontal,original,left,Quadrant 4,13.0,4.0,13–16
52,96.0,1,2357.5999998569605,0,Task,image_107.jpg,horizontal,inverted,right,Quadrant 3,9.0,3.0,9–12
52,97.0,2,937.7999999046442,1,Task,image_36.jpg,vertical,inverted,bottom,Quadrant 2,6.0,2.0,5–8
52,98.0,4,1886.299999904644,1,Task,image_102.jpg,horizontal,inverted,right,Quadrant 4,7.0,4.0,5–8
52,99.0,3,893.2999998569721,1,Task,image_64.jpg,horizontal,original,left,Quadrant 3,2.0,3.0,1–4
52,100.0,2,1005.299999856972,1,Task,image_97.jpg,horizontal,inverted,right,Quadrant 2,1.0,2.0,1–4
52,101.0,1,1937.5999999046328,1,Task,image_71.jpg,horizontal,original,left,Quadrant 1,8.0,1.0,5–8
52,102.0,4,954.2999999523164,1,Task,image_34.jpg,vertical,inverted,bottom,Quadrant 4,3.0,4.0,1–4
52,103.0,1,933.2000000000698,1,Task,image_42.jpg,vertical,inverted,bottom,Quadrant 1,11.0,1.0,9–12
52,104.0,2,2080.0999998569605,1,Task,image_17.jpg,vertical,original,top,Quadrant 2,20.0,2.0,17–20
52,105.0,4,883.3000000000466,1,Task,image_62.jpg,vertical,inverted,bottom,Quadrant 4,39.0,4.0,33-49
52,106.0,4,1193.3999998092768,1,Task,image_80.jpg,horizontal,original,left,Quadrant 4,19.0,4.0,17–20
52,107.0,3,783.2999999999884,1,Task,image_82.jpg,horizontal,original,left,Quadrant 3,17.0,3.0,17–20
52,108.0,3,1423.7999999523165,1,Task,image_12.jpg,vertical,original,top,Quadrant 3,15.0,3.0,13–16
52,109.0,1,1514.5,1,Task,image_115.jpg,horizontal,inverted,right,Quadrant 1,18.0,1.0,17–20
52,110.0,2,693.5999999523046,1,Task,image_40.jpg,vertical,inverted,bottom,Quadrant 2,12.0,2.0,9–12
52,111.0,4,876.4999998569256,1,Task,image_38.jpg,vertical,inverted,bottom,Quadrant 4,7.0,4.0,5–8
52,112.0,3,990.1999999046092,1,Task,image_52.jpg,vertical,inverted,bottom,Quadrant 3,23.0,3.0,21–24
52,113.0,1,647.2999999999884,1,Task,image_63.jpg,vertical,inverted,bottom,Quadrant 1,34.0,1.0,33-49
52,114.0,2,1148.7999999999884,1,Task,image_60.jpg,vertical,inverted,bottom,Quadrant 2,36.0,2.0,33-49
52,115.0,1,1721.1999998092651,0,Task,image_6.jpg,vertical,original,top,Quadrant 4,7.0,4.0,5–8
52,116.0,3,948.299999809242,0,Task,image_1.jpg,vertical,original,top,Quadrant 2,1.0,2.0,1–4
52,117.0,1,2178.899999809277,1,Task,image_10.jpg,vertical,original,top,Quadrant 1,11.0,1.0,9–12
52,118.0,2,1053.399999952293,0,Task,image_25.jpg,vertical,original,top,Quadrant 4,26.0,4.0,25-32
52,119.0,4,1969.0999999523049,0,Task,image_86.jpg,horizontal,original,left,Quadrant 1,24.0,1.0,21–24
52,120.0,4,1002.7000000000116,1,Task,image_41.jpg,vertical,inverted,bottom,Quadrant 4,10.0,4.0,9–12
52,121.0,1,1935.899999904621,0,Task,image_75.jpg,horizontal,original,left,Quadrant 3,9.0,3.0,9–12
52,122.0,2,1187.6999999523396,1,Task,image_113.jpg,horizontal,inverted,right,Quadrant 2,20.0,2.0,17–20
52,123.0,2,719.2999999523163,1,Task,image_55.jpg,vertical,inverted,bottom,Quadrant 2,21.0,2.0,21–24
52,124.0,2,742.2999999046442,1,Task,image_120.jpg,horizontal,inverted,right,Quadrant 2,27.0,2.0,25-32
52,125.0,1,949.3999999046208,1,Task,image_110.jpg,horizontal,inverted,right,Quadrant 1,14.0,1.0,13–16
52,126.0,3,774.6999999523396,1,Task,image_44.jpg,vertical,inverted,bottom,Quadrant 3,15.0,3.0,13–16
52,127.0,3,724.399999952293,1,Task,image_114.jpg,horizontal,inverted,right,Quadrant 3,17.0,3.0,17–20
52,128.0,3,1659.5999999523046,1,Task,image_125.jpg,horizontal,inverted,right,Quadrant 3,35.0,3.0,33-49
60,1.0,3,1229.579999999958,1,Task,image_26.jpg,vertical,original,top,Quadrant 3,31.0,3.0,25-32
60,2.0,4,1753.5200000000186,1,Task,image_38.jpg,vertical,inverted,bottom,Quadrant 4,7.0,4.0,5–8
60,3.0,2,1074.5999999999767,1,Task,image_100.jpg,horizontal,inverted,right,Quadrant 2,6.0,2.0,5–8
60,4.0,1,1603.2600000000093,1,Task,image_54.jpg,vertical,inverted,bottom,Quadrant 1,24.0,1.0,21–24
60,5.0,2,728.140000000014,0,Task,image_84.jpg,horizontal,original,left,Quadrant 3,23.0,3.0,21–24
60,6.0,4,1182.0200000000186,0,Task,image_23.jpg,vertical,original,top,Quadrant 2,21.0,2.0,21–24
60,7.0,2,880.5600000000559,0,Task,image_85.jpg,horizontal,original,left,Quadrant 4,22.0,4.0,21–24
60,8.0,2,747.6600000000326,0,Task,image_86.jpg,horizontal,original,left,Quadrant 1,24.0,1.0,21–24
60,9.0,3,1116.6999999999534,0,Task,image_60.jpg,vertical,inverted,bottom,Quadrant 2,36.0,2.0,33-49
60,10.0,2,642.6800000000512,1,Task,image_104.jpg,horizontal,inverted,right,Quadrant 2,12.0,2.0,9–12
60,11.0,4,959.9000000000232,1,Task,image_34.jpg,vertical,inverted,bottom,Quadrant 4,3.0,4.0,1–4
60,12.0,2,700.640000000014,1,Task,image_97.jpg,horizontal,inverted,right,Quadrant 2,1.0,2.0,1–4
60,13.0,3,1447.3199999999488,0,Task,image_17.jpg,vertical,original,top,Quadrant 2,20.0,2.0,17–20
60,14.0,2,1139.9799999999814,0,Task,image_106.jpg,horizontal,inverted,right,Quadrant 1,11.0,1.0,9–12
60,15.0,2,624.1800000000512,0,Task,image_108.jpg,horizontal,inverted,right,Quadrant 3,15.0,3.0,13–16
60,16.0,4,1094.2399999999907,0,Task,image_32.jpg,vertical,inverted,bottom,Quadrant 3,2.0,3.0,1–4
60,17.0,1,966.0400000000373,0,Task,image_120.jpg,horizontal,inverted,right,Quadrant 2,27.0,2.0,25-32
60,18.0,1,786.859999999986,1,Task,image_71.jpg,horizontal,original,left,Quadrant 1,8.0,1.0,5–8
60,19.0,1,947.2600000000092,0,Task,image_119.jpg,horizontal,inverted,right,Quadrant 2,21.0,2.0,21–24
60,20.0,1,1782.9000000000233,0,Task,image_65.jpg,horizontal,original,left,Quadrant 2,1.0,2.0,1–4
60,21.0,4,842.2199999999721,0,Task,image_10.jpg,vertical,original,top,Quadrant 1,11.0,1.0,9–12
60,22.0,2,930.0400000000373,0,Task,image_75.jpg,horizontal,original,left,Quadrant 3,9.0,3.0,9–12
60,23.0,4,1136.5200000000186,0,Task,image_8.jpg,vertical,original,top,Quadrant 2,12.0,2.0,9–12
60,24.0,3,630.6800000000512,0,Task,image_47.jpg,vertical,inverted,bottom,Quadrant 4,13.0,4.0,13–16
60,25.0,2,1249.780000000028,0,Task,image_96.jpg,horizontal,inverted,right,Quadrant 3,2.0,3.0,1–4
60,26.0,1,802.8199999999488,0,Task,image_52.jpg,vertical,inverted,bottom,Quadrant 3,23.0,3.0,21–24
60,27.0,4,732.3199999999488,0,Task,image_56.jpg,vertical,inverted,bottom,Quadrant 2,27.0,2.0,25-32
60,28.0,4,542.2600000000093,1,Task,image_62.jpg,vertical,inverted,bottom,Quadrant 4,39.0,4.0,33-49
60,29.0,3,221.6800000000512,0,Task,image_110.jpg,horizontal,inverted,right,Quadrant 1,14.0,1.0,13–16
60,30.0,2,413.5,0,Task,image_41.jpg,vertical,inverted,bottom,Quadrant 4,10.0,4.0,9–12
60,31.0,1,243.90000000002328,1,Task,image_99.jpg,horizontal,inverted,right,Quadrant 1,4.0,1.0,1–4
60,32.0,3,275.9399999999441,0,Task,image_80.jpg,horizontal,original,left,Quadrant 4,19.0,4.0,17–20
60,33.0,1,604.1799999999348,0,Task,image_57.jpg,vertical,inverted,bottom,Quadrant 4,26.0,4.0,25-32
60,34.0,2,470.0799999999581,0,Task,image_115.jpg,horizontal,inverted,right,Quadrant 1,18.0,1.0,17–20
60,35.0,1,648.9000000000233,0,Task,image_48.jpg,vertical,inverted,bottom,Quadrant 4,19.0,4.0,17–20
60,36.0,1,793.1800000000512,0,Task,image_90.jpg,horizontal,original,left,Quadrant 3,31.0,3.0,25-32
60,37.0,1,581.6199999999953,0,Task,image_93.jpg,horizontal,original,left,Quadrant 3,35.0,3.0,33-49
60,38.0,1,553.3199999999488,1,Task,image_42.jpg,vertical,inverted,bottom,Quadrant 1,11.0,1.0,9–12
60,39.0,2,1159.7199999998556,0,Task,image_73.jpg,horizontal,original,left,Quadrant 4,10.0,4.0,9–12
60,40.0,2,1271.140000000014,1,Task,image_1.jpg,vertical,original,top,Quadrant 2,1.0,2.0,1–4
60,41.0,2,717.4200000000419,0,Task,image_70.jpg,horizontal,original,left,Quadrant 4,7.0,4.0,5–8
60,42.0,1,553.2399999999907,0,Task,image_13.jpg,vertical,original,top,Quadrant 2,16.0,2.0,13–16
60,43.0,1,651.7199999999721,0,Task,image_98.jpg,horizontal,inverted,right,Quadrant 4,3.0,4.0,1–4
60,44.0,3,959.9799999999814,0,Task,image_79.jpg,horizontal,original,left,Quadrant 4,13.0,4.0,13–16
60,45.0,2,251.7600000000093,1,Task,image_28.jpg,vertical,original,top,Quadrant 2,36.0,2.0,33-49
60,46.0,4,177.85999999998603,0,Task,image_76.jpg,horizontal,original,left,Quadrant 3,15.0,3.0,13–16
